"REF_DATE","GEO","DGUID","Type of direct investment","Countries","Type of direct investment flows","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-04","Canada","2016A000011124","Foreign direct investment in Canada","United States","Other flows","Dollars","81","millions","6","v61913930","1.2.2.4","1822","","","","0"
"2021-07","Canada","2016A000011124","Foreign direct investment in Canada","United States","Other flows","Dollars","81","millions","6","v61913930","1.2.2.4","1354","","","","0"
"2021-10","Canada","2016A000011124","Foreign direct investment in Canada","United States","Other flows","Dollars","81","millions","6","v61913930","1.2.2.4","-2849","","","","0"
"2022-01","Canada","2016A000011124","Foreign direct investment in Canada","United States","Other flows","Dollars","81","millions","6","v61913930","1.2.2.4","-2144","","","","0"
"2022-04","Canada","2016A000011124","Foreign direct investment in Canada","United States","Other flows","Dollars","81","millions","6","v61913930","1.2.2.4","1182","","","","0"
"2022-07","Canada","2016A000011124","Foreign direct investment in Canada","United States","Other flows","Dollars","81","millions","6","v61913930","1.2.2.4","722","","","","0"
"2022-10","Canada","2016A000011124","Foreign direct investment in Canada","United States","Other flows","Dollars","81","millions","6","v61913930","1.2.2.4","2244","","","","0"
"2023-01","Canada","2016A000011124","Foreign direct investment in Canada","United States","Other flows","Dollars","81","millions","6","v61913930","1.2.2.4","4378","","","","0"
"2023-04","Canada","2016A000011124","Foreign direct investment in Canada","United States","Other flows","Dollars","81","millions","6","v61913930","1.2.2.4","420","","","","0"
"2023-07","Canada","2016A000011124","Foreign direct investment in Canada","United States","Other flows","Dollars","81","millions","6","v61913930","1.2.2.4","2130","","","","0"
"2023-10","Canada","2016A000011124","Foreign direct investment in Canada","United States","Other flows","Dollars","81","millions","6","v61913930","1.2.2.4","3100","","","","0"
"2024-01","Canada","2016A000011124","Foreign direct investment in Canada","United States","Other flows","Dollars","81","millions","6","v61913930","1.2.2.4","-1936","","","","0"
"2024-04","Canada","2016A000011124","Foreign direct investment in Canada","United States","Other flows","Dollars","81","millions","6","v61913930","1.2.2.4","2345","","","","0"
"2024-07","Canada","2016A000011124","Foreign direct investment in Canada","United States","Other flows","Dollars","81","millions","6","v61913930","1.2.2.4","3824","","","","0"
"2024-10","Canada","2016A000011124","Foreign direct investment in Canada","United States","Other flows","Dollars","81","millions","6","v61913930","1.2.2.4","747","","","","0"
"2025-01","Canada","2016A000011124","Foreign direct investment in Canada","United States","Other flows","Dollars","81","millions","6","v61913930","1.2.2.4","7515","","","","0"
"2025-04","Canada","2016A000011124","Foreign direct investment in Canada","United States","Other flows","Dollars","81","millions","6","v61913930","1.2.2.4","3957","","","","0"
"2025-07","Canada","2016A000011124","Foreign direct investment in Canada","United States","Other flows","Dollars","81","millions","6","v61913930","1.2.2.4","-806","","","","0"
"2025-10","Canada","2016A000011124","Foreign direct investment in Canada","United States","Other flows","Dollars","81","millions","6","v61913930","1.2.2.4","1028","","","","0"
"2007-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","11327","","","","0"
"2007-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","14090","","","","0"
"2007-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","25371","","","","0"
"2007-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","29837","","","","0"
"2008-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","10333","","","","0"
"2008-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","612","","","","0"
"2008-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","15438","","","","0"
"2008-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","9640","","","","0"
"2009-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","-240","","","","0"
"2009-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","-596","","","","0"
"2009-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","8264","","","","0"
"2009-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","3040","","","","0"
"2010-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","7619","","","","0"
"2010-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","6626","","","","0"
"2010-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","-11772","","","","0"
"2010-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","10285","","","","0"
"2011-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","8092","","","","0"
"2011-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","5084","","","","0"
"2011-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","5771","","","","0"
"2011-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","4957","","","","0"
"2012-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","12277","","","","0"
"2012-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","702","","","","0"
"2012-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","3628","","","","0"
"2012-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","9423","","","","0"
"2013-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","10025","","","","0"
"2013-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","13376","","","","0"
"2013-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","4526","","","","0"
"2013-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","2969","","","","0"
"2014-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","12806","","","","0"
"2014-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","13300","","","","0"
"2014-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","7717","","","","0"
"2014-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","10574","","","","0"
"2015-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","3070","","","","0"
"2015-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","14900","","","","0"
"2015-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","-4794","","","","0"
"2015-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","1496","","","","0"
"2016-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","2475","","","","0"
"2016-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","2936","","","","0"
"2016-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","7086","","","","0"
"2016-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","10555","","","","0"
"2017-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","5741","","","","0"
"2017-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","-5497","","","","0"
"2017-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","7648","","","","0"
"2017-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","5261","","","","0"
"2018-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","12029","","","","0"
"2018-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","393","","","","0"
"2018-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","7164","","","","0"
"2018-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","7990","","","","0"
"2019-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","12309","","","","0"
"2019-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","4328","","","","0"
"2019-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","11345","","","","0"
"2019-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","15227","","","","0"
"2020-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","7414","","","","0"
"2020-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","10378","","","","0"
"2020-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","7002","","","","0"
"2020-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","-5014","","","","0"
"2021-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","17357","","","","0"
"2021-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","4364","","","","0"
"2021-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","12342","","","","0"
"2021-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","10324","","","","0"
"2022-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","12730","","","","0"
"2022-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","5874","","","","0"
"2022-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","11274","","","","0"
"2022-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","8203","","","","0"
"2023-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","12063","","","","0"
"2023-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","4568","","","","0"
"2023-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","8666","","","","0"
"2023-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","-2886","","","","0"
"2024-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","-301","","","","0"
"2024-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","14947","","","","0"
"2024-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","15950","","","","0"
"2024-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","8846","","","","0"
"2025-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","13606","","","","0"
"2025-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","12979","","","","0"
"2025-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","10631","","","","0"
"2025-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Total net flows","Dollars","81","millions","6","v61913931","1.2.3.1","3711","","","","0"
"2007-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","7367","","","","0"
"2007-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","10209","","","","0"
"2007-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","18840","","","","0"
"2007-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","28024","","","","0"
"2008-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","7108","","","","0"
"2008-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","-3970","","","","0"
"2008-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","1556","","","","0"
"2008-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","4855","","","","0"
"2009-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","-2056","","","","0"
"2009-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","43","","","","0"
"2009-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","7665","","","","0"
"2009-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","3095","","","","0"
"2010-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","2073","","","","0"
"2010-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","1236","","","","0"
"2010-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","1297","","","","0"
"2010-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","-763","","","","0"
"2011-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","3238","","","","0"
"2011-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","1400","","","","0"
"2011-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","-1443","","","","0"
"2011-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","2612","","","","0"
"2012-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","8006","","","","0"
"2012-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","-1474","","","","0"
"2012-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","2216","","","","0"
"2012-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","6358","","","","0"
"2013-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","5519","","","","0"
"2013-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","-93","","","","0"
"2013-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","1614","","","","0"
"2013-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","469","","","","0"
"2014-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","5700","","","","0"
"2014-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","3352","","","","0"
"2014-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","1520","","","","0"
"2014-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","8816","","","","0"
"2015-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","-3424","","","","0"
"2015-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","11233","","","","0"
"2015-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","1043","","","","0"
"2015-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","756","","","","0"
"2016-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","0","","","","0"
"2016-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","598","","","","0"
"2016-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","2704","","","","0"
"2016-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","1989","","","","0"
"2017-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","797","","","","0"
"2017-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","-2788","","","","0"
"2017-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","405","","","","0"
"2017-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","518","","","","0"
"2018-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","2137","","","","0"
"2018-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","0","","","","0"
"2018-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","1009","","","","0"
"2018-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","7714","","","","0"
"2019-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","545","","","","0"
"2019-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","282","","","","0"
"2019-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","2668","","","","0"
"2019-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","5011","","","","0"
"2020-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","1931","","","","0"
"2020-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","8861","","","","0"
"2020-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","1583","","","","0"
"2020-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","-53","","","","0"
"2021-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","1532","","","","0"
"2021-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","-511","","","","0"
"2021-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","2447","","","","0"
"2021-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","1169","","","","0"
"2022-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","6051","","","","0"
"2022-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","761","","","","0"
"2022-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","1935","","","","0"
"2022-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","4822","","","","0"
"2023-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","4186","","","","0"
"2023-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","3140","","","","0"
"2023-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","0","","","","0"
"2023-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","1212","","","","0"
"2024-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","-11508","","","","0"
"2024-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","6776","","","","0"
"2024-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","12527","","","","0"
"2024-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","3182","","","","0"
"2025-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","6303","","","","0"
"2025-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","8367","","","","0"
"2025-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","5015","","","","0"
"2025-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Mergers and acquisitions","Dollars","81","millions","6","v61913932","1.2.3.2","-1203","","","","0"
"2007-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","2444","","","","0"
"2007-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","3246","","","","0"
"2007-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","2767","","","","0"
"2007-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","1993","","","","0"
"2008-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","2323","","","","0"
"2008-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","3232","","","","0"
"2008-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","2634","","","","0"
"2008-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","1219","","","","0"
"2009-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","-845","","","","0"
