"REF_DATE","GEO","DGUID","Type of direct investment","Countries","Type of direct investment flows","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","2545","","","","0"
"2010-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","4768","","","","0"
"2010-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","1523","","","","0"
"2011-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","2284","","","","0"
"2011-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","-2941","","","","0"
"2011-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","6964","","","","0"
"2011-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","2958","","","","0"
"2012-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","2296","","","","0"
"2012-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","217","","","","0"
"2012-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","5502","","","","0"
"2012-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","5023","","","","0"
"2013-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","-438","","","","0"
"2013-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","2181","","","","0"
"2013-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","4520","","","","0"
"2013-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","3679","","","","0"
"2014-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","801","","","","0"
"2014-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","3243","","","","0"
"2014-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","1854","","","","0"
"2014-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","21269","","","","0"
"2015-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","3647","","","","0"
"2015-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","17013","","","","0"
"2015-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","12235","","","","0"
"2015-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","3290","","","","0"
"2016-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","4763","","","","0"
"2016-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","12422","","","","0"
"2016-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","16658","","","","0"
"2016-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","13613","","","","0"
"2017-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","38333","","","","0"
"2017-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","11232","","","","0"
"2017-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","2323","","","","0"
"2017-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","6769","","","","0"
"2018-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","896","","","","0"
"2018-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","1343","","","","0"
"2018-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","8788","","","","0"
"2018-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","13324","","","","0"
"2019-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","3732","","","","0"
"2019-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","7041","","","","0"
"2019-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","6675","","","","0"
"2019-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","4778","","","","0"
"2020-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","4585","","","","0"
"2020-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","276","","","","0"
"2020-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","600","","","","0"
"2020-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","6347","","","","0"
"2021-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","4402","","","","0"
"2021-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","1962","","","","0"
"2021-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","4012","","","","0"
"2021-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","42857","","","","0"
"2022-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","1378","","","","0"
"2022-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","11013","","","","0"
"2022-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","4386","","","","0"
"2022-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","-2276","","","","0"
"2023-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","35212","","","","0"
"2023-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","8310","","","","0"
"2023-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","4004","","","","0"
"2023-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","2037","","","","0"
"2024-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","8590","","","","0"
"2024-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","8968","","","","0"
"2024-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","-2258","","","","0"
"2024-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","7388","","","","0"
"2025-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","-20002","","","","0"
"2025-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","6872","","","","0"
"2025-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","-4736","","","","0"
"2025-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Mergers and acquisitions","Dollars","81","millions","6","v61913916","1.1.2.2","6802","","","","0"
"2007-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","2051","","","","0"
"2007-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","2329","","","","0"
"2007-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","2660","","","","0"
"2007-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","1597","","","","0"
"2008-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","1053","","","","0"
"2008-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","1414","","","","0"
"2008-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","823","","","","0"
"2008-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","-1256","","","","0"
"2009-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","531","","","","0"
"2009-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","2463","","","","0"
"2009-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","33","","","","0"
"2009-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","1365","","","","0"
"2010-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","1598","","","","0"
"2010-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","-37","","","","0"
"2010-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","1148","","","","0"
"2010-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","2899","","","","0"
"2011-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","3212","","","","0"
"2011-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","3168","","","","0"
"2011-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","3061","","","","0"
"2011-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","3803","","","","0"
"2012-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","2465","","","","0"
"2012-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","873","","","","0"
"2012-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","1934","","","","0"
"2012-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","1440","","","","0"
"2013-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","2136","","","","0"
"2013-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","3023","","","","0"
"2013-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","3202","","","","0"
"2013-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","3657","","","","0"
"2014-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","4773","","","","0"
"2014-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","4576","","","","0"
"2014-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","4583","","","","0"
"2014-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","4461","","","","0"
"2015-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","4298","","","","0"
"2015-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","4417","","","","0"
"2015-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","3960","","","","0"
"2015-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","4156","","","","0"
"2016-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","2887","","","","0"
"2016-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","2520","","","","0"
"2016-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","3732","","","","0"
"2016-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","3607","","","","0"
"2017-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","4563","","","","0"
"2017-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","5078","","","","0"
"2017-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","5843","","","","0"
"2017-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","7467","","","","0"
"2018-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","6599","","","","0"
"2018-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","6695","","","","0"
"2018-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","6752","","","","0"
"2018-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","5368","","","","0"
"2019-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","7390","","","","0"
"2019-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","9578","","","","0"
"2019-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","5359","","","","0"
"2019-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","5871","","","","0"
"2020-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","6102","","","","0"
"2020-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","3593","","","","0"
"2020-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","2191","","","","0"
"2020-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","5208","","","","0"
"2021-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","6992","","","","0"
"2021-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","6211","","","","0"
"2021-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","6621","","","","0"
"2021-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","5779","","","","0"
"2022-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","8376","","","","0"
"2022-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","7145","","","","0"
"2022-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","5995","","","","0"
"2022-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","6741","","","","0"
"2023-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","6549","","","","0"
"2023-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","7264","","","","0"
"2023-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","6143","","","","0"
"2023-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","4873","","","","0"
"2024-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","8300","","","","0"
"2024-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","7515","","","","0"
"2024-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","8035","","","","0"
"2024-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","8172","","","","0"
"2025-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","9600","","","","0"
"2025-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","6937","","","","0"
"2025-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","9988","","","","0"
"2025-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Reinvested earnings","Dollars","81","millions","6","v61913917","1.1.2.3","8689","","","","0"
"2007-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","5081","","","","0"
"2007-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","193","","","","0"
"2007-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","1488","","","","0"
"2007-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","3994","","","","0"
"2008-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","9275","","","","0"
"2008-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","173","","","","0"
"2008-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","9218","","","","0"
"2008-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","7542","","","","0"
"2009-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","-855","","","","0"
"2009-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","-2228","","","","0"
"2009-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","7109","","","","0"
"2009-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","-4747","","","","0"
"2010-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","-2024","","","","0"
"2010-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","1890","","","","0"
"2010-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","1777","","","","0"
"2010-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","-306","","","","0"
"2011-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","-1360","","","","0"
"2011-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","2595","","","","0"
"2011-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","3284","","","","0"
"2011-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","1730","","","","0"
"2012-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","1952","","","","0"
"2012-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","-125","","","","0"
"2012-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","1471","","","","0"
"2012-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","1916","","","","0"
"2013-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","517","","","","0"
"2013-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","-1965","","","","0"
"2013-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","3482","","","","0"
"2013-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","1690","","","","0"
"2014-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","-1141","","","","0"
"2014-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","-4244","","","","0"
"2014-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","-1336","","","","0"
"2014-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","5305","","","","0"
"2015-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","-129","","","","0"
"2015-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","6536","","","","0"
"2015-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","-74","","","","0"
"2015-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","887","","","","0"
"2016-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","2814","","","","0"
"2016-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","6827","","","","0"
"2016-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","-1742","","","","0"
"2016-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","6026","","","","0"
"2017-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","1062","","","","0"
"2017-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","1256","","","","0"
"2017-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","1887","","","","0"
"2017-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","2484","","","","0"
"2018-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","-3012","","","","0"
"2018-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","1517","","","","0"
